id_text,lemma,designation,ancient_author,ancient_recipient,archive,cdli_id,sender_loc,volume,regnal_dates,ruler,cdli_id.1,genre,provenience,pleiades_coord,pleiades_id
P314048,_ _ _ _ _ _ _ _ _ _ alpu[ox]N immeru[sheep]N _ _ _ _ _ ina[in]PRP idu[arm]N _ _ _ _ _ ina[in]PRP libbu[interior]N kamsu[squatting]AJ _ _ _ _ ina[in]PRP libbu[interior]N nagû[region]N _ _ _ _ _ mā[saying]PRP lū[may]MOD libbu[interior]N _ _ _ _ _ ana[to]PRP wabālu[bring]V _ _ _ _ emūqu[strength]N lū[may]MOD _ _ _ ammar[as-much-as]REL ūmu[day]N _ _ _ _ emūqu[strength]N annû[this]DP ša[that]REL ina[in]PRP idu[arm]N _ _ _ _ alpu[ox]N immeru[sheep]N u[and]CNJ _ _ _ _ lū[may]MOD karāku[roll-up]V _ _ _ _ _ lū[may]MOD našû[lifted]AJ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 020,the king,(unknown),099 - Miscellaneous,P314048,Royal Court,SAA 1,721–705 BC,Sargon II,P314048,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314051,_ _ _ _ _ _ _ _ qanšu[(meaning-uncertain)]N _ _ _ _ ina[in]PRP qabaltu[middle]N ālu[city]N _ _ _ ūma[today]AV _ _ _ _ ina[in]PRP šiddu[length]N _ _ _ bītu[house]N ša[that]REL ana[to]PRP _ _ _ _ lā[not]MOD ana[to]PRP šarru[king]N _ _ _ _ ina[in]PRP muhhu[skull]N eleppu[ship]N ša[that]REL ana[to]PRP šarru[king]N bēlu[lord]N šapāru[send]V _ _,SAA 01 081,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P314051,Ashur,SAA 1,721–705 BC,Sargon II,P314051,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314054,_ _ _ _ ina[in]PRP pānu[front]N _ _ _ _ _ _ _ _ _ lā[not]MOD _ _ _ _ _ _ _ _ hurri[ever-(after)]AV _ _ _ _ _ _ _ amāru[see]V annîša[here]AV _ _ _ māru[son]N šipru[sending]N ša[of]DET Elamaya[Elamite]EN ana[to]PRP epēšu[do]V Lutu[1]PN _ _ _ šapāru[send]V memēni[somebody]XP _ _ wabālu[bring]V _ _ _ _ _ _ _ _ _ _ ištēn[one]NU eqlu[field]N,SAA 01 017,the king,(unknown),099 - Miscellaneous,P314054,Royal Court,SAA 1,721–705 BC,Sargon II,P314054,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314056,_ _ _ _ _ _ _ _ ša[of]DET _ _ _ _ _ _ manû[count]V _ _ _ bašû[exist]V _ _ _ _ _ u[and]CNJ rēhtu[remainder]N _ _ _ _ šumma[if]MOD šarru[king]N bēlu[lord]N qabû[say]V kassupu[broken]AJ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 169,(unknown),the king,099 - Miscellaneous,P314056,Assyria,SAA 1,721–705 BC,Sargon II,P314056,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314134,_ _ _ _ _ _ _ _ _ _ _ _ _ _ ina[in]PRP muhhu[skull]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ Ṭebetu[Tebet]MN alāku[go]V ina[in]PRP muhhu[skull]N dullu[trouble]N ša[of]DET ziqqurratu[ziggurrat]N _ _ tibku[layer]N karru[put-down]AJ,SAA 01 079,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P314134,Ashur,SAA 1,721–705 BC,Sargon II,P314134,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314144,ana[to]PRP šarru[king]N bēlu[lord]N wabālu[bring]V _ _ ina[in]PRP muhhu[skull]N _ _ _ ša[of]DET _ _ _ _ ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP atā[why?]QP lā[not]MOD alāku[go]V ūma[today]AV annûri[now]AV ina[in]PRP muhhu[skull]N šarru[king]N bēlu[lord]N wabālu[bring]V,SAA 01 199,Nabu-pašir,the king,099 - Miscellaneous,P314144,Harran,SAA 1,721–705 BC,Sargon II,P314144,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314157,ina[in]PRP muhhu[skull]N _ _ _ _ _ _ _ _ _ _ _ _ _ ina[in]PRP bītu[house]N _ _ _ _ _ _ mā[saying]PRP _ _ _ _ _ ištu[from]PRP libbu[interior]N _ _ _ _ _ _ šarru[king]N bēlu[lord]N _ _ _ _ _ ina[in]PRP pitti[just-as]AV _ _ _ _ _ ša[of]DET igāru[wall]N _ _ _ _ _ šumma[if]MOD ištu[from]PRP libbu[interior]N _ _ _ _,SAA 01 069,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P314157,Royal Court,SAA 1,721–705 BC,Sargon II,P314157,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314211,_ _ _ _ Izalla[1]GN _ _ _ _ _ _ _ mā[saying]PRP ūla[or]AV _ _ _ _ _ galû[be(come)-deported]V u[and]CNJ _ _ _ _ _ mû[water]N ina[in]PRP pānu[front]N madbaru[steppe]N _ _ _ _ _ šarru[king]N bēlu[lord]N šapāru[send]V _ _ _,SAA 01 256,(unknown),the king,099 - Miscellaneous,P314211,Western Assyria,SAA 1,721–705 BC,Sargon II,P314211,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314223,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N _ _ _ _ lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N _ _ ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ eleppu[ship]N _ _ _ _ pīhātu[responsibility]N ša[of]DET Kalhu[1]GN _ _ _ _ _ _ _ laššu[(there)-is-not]V _ _ _ _ _ _ _ karāru[put-(down)]V karāru[put-(down)]V _ _ _ _ _ _ _ _ _ _ _,SAA 01 057,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P314223,Royal Court,SAA 1,721–705 BC,Sargon II,P314223,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314227,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Kiṣir-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP _ _ _ _ ina[in]PRP pānu[front]N _ _ _ _ _ _ anāku[I]IP _ _ _ _ petû[open]V _ _ _ _ šaplu[underside]N paqādu[entrust]V _ _ _ _ sahāru[go-around]V _ _ _ petû[open]V _ _ _ mukillu[holder]N appatu[bridle]N šū[he]IP _ _ _ _ _ Ninua[Nineveh]GN _ _ _ _ _ _ ša[of]DET Libbi-ali[Inner-City-(Assur)]GN _ _ _ _ _ ša[of]DET Arbail[Arbela]GN ša[of]DET _ _ _ _ _ _ _ qattinu[(a-rural-class)]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 127,Kiṣir-Aššur,the king,099 - Miscellaneous,P314227,Dur-Sharruken,SAA 1,721–705 BC,Sargon II,P314227,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314232,ana[to]PRP maṣṣartu[observation]N lā[not]MOD šâṭu[despise]V maṣṣartu[observation]N lū[may]MOD dannu[strong]AJ laššu[(there)-is-not]V _ _ _ _ niqittu[anxiety]N ištu[from]PRP pānu[front]N lū[may]MOD laššu[(there)-is-not]V dullu[trouble]N epēšu[do]V ummiānu[scholar]N têrtu[instruction]N qabû[say]V šumma[if]MOD _ _ _ _ Aššur[1]DN ilu[god]N ina[in]PRP pānātu[front]N alāku[go]V eṣemtu[unit]N ina[in]PRP _ _ _ _ _ _ issurri[perhaps]AV ummiānu[scholar]N _ _ _ _ _ adi[until]PRP libbu[interior]N Marubištu[1]GN _ _ _ _ Aššur-reši-išši[1]PN ša-qurbūti[close-follower]N rabiu[big-one]N ša[of]DET Bit-Barru[1]GN _ _ _ _ _ kusāpu[bread]N išti[with]PRP ahāmiš[one-another]AV akālu[eat]V _ _ _ kāsu[cup]N ina[in]PRP pānātu[front]N Kibabiše[1]PN šatû[drink]V dabābu[speak]V mā[saying]PRP _ _ _ _ _ _ kī[like]PRP idu[arm]N _ _ _ _ _ _ dalāhu[disturb]V akī[as]PRP _ _ _ _ _ _ annû[this]DP rabiu[big-one]N _ _ _ _ _ _ ina[in]PRP muhhu[skull]N šakānu[put]V _ _ _ _ _ _ _ u[and]CNJ ina[in]PRP dāt[behind]PRP _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ adi[until]PRP bītu[house]N anāku[I]IP alāku[go]V ūma[today]AV _ _ _ _ _ _ _ u[and]CNJ ina[in]PRP muhhu[skull]N wabālu[bring]V ūma[today]AV annûri[now]AV šapāru[send]V _ _ ša[of]DET Ašpa-bara[1]PN _ _ _ _ _ _ _ ša[of]DET ašābu[sit-(down)]V _ _ _ _ _ _ ina[in]PRP muhhu[skull]N šapāru[send]V kī[like]PRP adû[(treaty-)oath]N išti[with]PRP šakānu[put]V _ _ _ _ _ u[and]CNJ ina[in]PRP dāt[behind]PRP _ _ _ _ _ _ rēʾû[shepherd]N _ _ _ _ _ _ _ _ _ u[and]CNJ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ša[that]REL šapāru[send]V mā[saying]PRP _ meʾatu[(one)-hundred]NU kurummatu[ration]N ina[in]PRP libbu[interior]N sūtu[unit]N tabāku[pour-(out)]V ina[in]PRP libbu[interior]N sūtu[unit]N ša[of]DET _ qû[unit]N tabāku[pour-(out)]V kurummatu[ration]N _ _ _ _ basi[soon]AV kurummatu[ration]N ina[in]PRP pānu[front]N lū[may]MOD _ _ _,SAA 01 014,the king,(unknown),099 - Miscellaneous,P314232,Royal Court,SAA 1,721–705 BC,Sargon II,P314232,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314238,_ _ _ _ _ _ _ _ ša[that]REL _ _ _ _ maqātu[fall]V ina[in]PRP _ _ _ kamsu[squatting]AJ akī[as]PRP ša[that]REL _ _ _ parriṣu[criminal]N šākiru[drunkard]N pēthallu[riding-horse]N išti[with]PRP ina[in]PRP qabaltu[middle]N Kalhu[1]GN dâlu[move]V mīnu[what?]QP ša[that]REL bēlu[lord]N qabû[say]V gabarû[copy]N ša[of]DET egertu[inscribed-tablet]N bēlu[lord]N arhiš[quickly]AV šapāru[send]V,SAA 01 154,(unknown),the king,099 - Miscellaneous,P314238,Assyria,SAA 1,721–705 BC,Sargon II,P314238,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314243,_ _ _ _ _ izuzzu[stand]V _ _ _ _ annûri[now]AV dullu[trouble]N ša[that]REL ina[in]PRP muhhu[skull]N adi[until]PRP pilku[demarcated-zone]N ša[that]REL _ _ _ _ epēšu[do]V _ _ pilku[demarcated-zone]N išti[with]PRP _ _ _ _ šupêlu[exchange]V dullu[trouble]N lā[not]MOD epēšu[do]V šapāru[send]V mā[saying]PRP ina[in]PRP muhhu[skull]N _ meʾatu[(one)-hundred]NU gušūru[tree-trunk]N _ _ _ ina[in]PRP muhhu[skull]N _ ša[of]DET _ _ _ _ _ ina[in]PRP muhhu[skull]N nāru[river]N karru[put-down]AJ ina[in]PRP muhhu[skull]N annû[this]DP pīhātu[responsibility]N ša[of]DET Til-Barsip[1]GN _ _ epēšu[do]V nuk[saying]PRP annû[this]DP alāku[go]V ina[in]PRP muhhu[skull]N Aššur-šarru-uṣur[1]PN adi[until]PRP māru[son]N šipru[sending]N ša[that]REL išti[with]PRP _ _ _ ana[to]PRP _ _ _ _ _ ša[of]DET _ _ _ _ lā[not]MOD ṭābu[good]AJ _ dullu[trouble]N lā[not]MOD epēšu[do]V _ _ _ battubattu[all-round]PRP _ _ _ _ _ _ _ _ _ _ _ nabalkutu[cross-over]V ūma[today]AV annûri[now]AV šapāru[send]V ša[that]REL išti[with]PRP laššu[(there)-is-not]V lā[not]MOD _ _ _ nišu[people]N lā[not]MOD kīnu[permanent]AJ šunu[they]IP _ _ pīhātu[responsibility]N,SAA 01 004,the king,(unknown),099 - Miscellaneous,P314243,Royal Court,SAA 1,721–705 BC,Sargon II,P314243,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314248,ša[that]REL šarru[king]N bēlu[lord]N qabû[say]V mā[saying]PRP išti[with]PRP lū[may]MOD _ _ _ mā[saying]PRP maqtu[fallen]AJ _ _ _ lā[not]MOD magāru[consent]V lā[not]MOD _ _ _ kīma[like]PRP ṣābu[people]N _ _ _ _,SAA 01 197,Nabu-pašir,the king,099 - Miscellaneous,P314248,Harran,SAA 1,721–705 BC,Sargon II,P314248,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314257,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Išmanni-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N ša[that]REL šarru[king]N šapāru[send]V mā[saying]PRP ardu[slave]N _ _ _ _ ša[of]DET māru[son]N _ _ _ mā[saying]PRP _ manû[unit]N _ _ _ _ _ ša[of]DET piqittu[allocation]N _ _ _ _ _ _ ṣābu[people]N _ _ _ _ _ _ _ _ _ _ _ _ ṣābu[people]N šarru[king]N _ _ _ _ _ tadānu[give]V _ _ _ _ _ _ napištu[throat]N _ _ _ _ _ _ manû[unit]N _ šiqlu[unit]N _ _ _ _ sahāru[go-around]V _ _ _ _ magāru[consent]V _ _ _ _ _ _ šarru[king]N ina[in]PRP birti[between]PRP _ _ _ _ birti[between]PRP _ manû[unit]N _ _ _ parāsu[cut-(off)]V _,SAA 01 218,Išmanni-Aššur,the king,099 - Miscellaneous,P314257,Middle Euphrates Region,SAA 1,721–705 BC,Sargon II,P314257,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314260,_ _ _ _ _ bēlu[lord]N piqittu[allocation]N _ _ _ _ _ pahāru[gather]V _ _ _ Suhu[1]GN alāku[go]V _ _ _ _ sahāru[go-around]V _ _ _ _ _ _ _ _,SAA 01 213,(unknown),the king,099 - Miscellaneous,P314260,Middle Euphrates Region,SAA 1,721–705 BC,Sargon II,P314260,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314272,bēlu[lord]N lū[may]MOD wadû[know]V atā[why?]QP ina[in]PRP irtu[breast]N Arihu[1]PN wabālu[bring]V galû[be(come)-deported]V u[and]CNJ šū[he]IP qabû[say]V mā[saying]PRP Laqaya[from-Laqe]EN _ _ _ _ _ _ _ _ _ _ _ _ _ bēlu[lord]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ šanû[second]NU _ _ _ _ _ _ _ _ _ _ _,SAA 01 261,(unknown),the king,099 - Miscellaneous,P314272,Western Assyria,SAA 1,721–705 BC,Sargon II,P314272,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314273,ana[to]PRP _ ṭuppu[tablet]N Nabu-deʾiq[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP bēlu[lord]N Tabni-ilu[1]PN annaka[here]AV alāku[go]V ana[to]PRP Nabu-šezib[1]PN dekû[raised]AJ ina[in]PRP pānu[front]N māru[son]N šarru[king]N qabû[say]V kurummatu[ration]N šamaššammū[sesame]N wabālu[bring]V kê[how?]QP kurummatu[ration]N našû[lift]V mannu[who?]QP tadānu[give]V anāku[I]IP udī-[alone]AV kalû[hold-(back)]V zēru[seed(s)]N ramû[slacken]V ina[in]PRP pānu[front]N māru[son]N šarru[king]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 232,Nabu-de’iq,[...]ti-Bel,099 - Miscellaneous,P314273,The West,SAA 1,721–705 BC,Sargon II,P314273,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314275,mā[saying]PRP šipšatu[(length-of)-wood]N ana[to]PRP _ tadānu[give]V u[and]CNJ mā[saying]PRP šadû[mountain]N ana[to]PRP ṣābu[people]N kullumu[show]V mā[saying]PRP rēhtu[remainder]N šipšatu[(length-of)-wood]N nakāsu[cut]V ṣābu[people]N elû[go-up]V bēlu[lord]N piqittu[allocation]N išti[with]PRP šapāru[send]V alāku[go]V amāru[see]V sahāru[go-around]V mā[saying]PRP _ meʾatu[(one)-hundred]NU šipšatu[(length-of)-wood]N naksu[cut-(off)]AJ kullumu[show]V mā[saying]PRP laššu[(there)-is-not]V ana[to]PRP dullu[trouble]N lā[not]MOD alāku[go]V u[and]CNJ mā[saying]PRP šadû[mountain]N memēni[somebody]XP lā[not]MOD kullumu[show]V ūma[today]AV annûri[now]AV _ _ _ _ _ _ _ _,SAA 01 248,Taklak-ana-Bel,the king,099 - Miscellaneous,P314275,Naṣibina,SAA 1,721–705 BC,Sargon II,P314275,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314282,_ _ _ _ _ _ _ _ _ _ _ _ pīhātu[responsibility]N _ _ _ Arpadda[Arpad]GN _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ manû[unit]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ pīhātu[responsibility]N _ _ _ Nabu-belu-kaʾʾin[1]PN _ _ _ _ _ _ iškāru[work-assignment]N _ _ _ _ _ _ ēkallu[palace]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ašābu[sit-(down)]V _ _ _ _ _ _ _ _ _ bēlu[lord]N wadû[know]V _ _ _ _ _ rabiu[big-one]N _ _ _ _ _ šattu[year]N _ _ _ _ _ _ _,SAA 01 254,(unknown),the king,099 - Miscellaneous,P314282,Western Assyria,SAA 1,721–705 BC,Sargon II,P314282,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314287,_ _ _ _ _ _ _ kī[like]PRP annû[this]DP qabû[say]V muk[saying]PRP _ _ _ ūma[today]AV ina[in]PRP libbu[interior]N _ _ _ _ _ _ ša[of]DET mātu[land]N Aššur[1]DN _ _ _ _ _ pīhātu[responsibility]N ša[that]REL išti[with]PRP šarru[king]N _ _ _ _ ša[of]DET Marqasa[1]GN _ _ _ _ _ _ _ _ _ _ _ mātu[land]N Aššur[1]DN tabālu[take-away]V _ _ ina[in]PRP pānu[front]N dagālu[see]V _ _ _ _ _ _ šarru[king]N bīt[where]SBJ pānu[front]N _ _ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 253,(unknown),the king,099 - Miscellaneous,P314287,Western Assyria,SAA 1,721–705 BC,Sargon II,P314287,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314297,_ _ _ _ _ _ _ annûri[now]AV _ _ _ _ pīqat[perhaps]AV _ _ _ kissatu[fodder]N ša[that]REL annaka[here]AV _ _ kusāpu[bread]N ša[of]DET šušānu[horse-trainer]N _ _ _ erēšu[request]V mā[saying]PRP kusāpu[bread]N _ _ _ tadānu[give]V šarru[king]N bēlu[lord]N wadû[know]V issahîš[together]AV _ _ _ _ ina[in]PRP libbu[interior]N ālu[city]N tabāku[pour-(out)]V yāʾu[my]PP ina[in]PRP battu[side]N _ _ _ _ iššanû[theirs]PP lā[not]MOD magāru[consent]V lā[not]MOD tadānu[give]V mā[saying]PRP ebūru[harvest]N lā[not]MOD _ _ _ šumma[if]MOD _ _ _ šumma[if]MOD lā[not]MOD _ _ _ _ kī[like]PRP _ _ _ _ _ _ _ meʾatu[(one)-hundred]NU ša[of]DET _ _ _ _ _ _ zēru[seed(s)]N _ _ _ _ _ eṣēdu[harvest]V _ _ _ _ anāku[I]IP ana[to]PRP sisû[horse]N ša[of]DET šarru[king]N bēlu[lord]N akālu[eat]V ištēniš[together]AV šušānu[horse-trainer]N sisû[horse]N _ _ _ _ lā[not]MOD erēbu[enter]V _ _ _ ālu[city]N _ _ _ _ _ _,SAA 01 182,Bel-liqbi,the king,099 - Miscellaneous,P314297,Zobah,SAA 1,721–705 BC,Sargon II,P314297,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P314316,_ _ _ _ _ _ _ _ _ puršumu[old-(man)]N _ _ kūdanu[mule]N _ _ imēru[donkey]N _ _ _ māru[son]N qīpu[representative]N išti[with]PRP _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ina[in]PRP Nisannu[Nisan]MN ūmu[day]N _ ištu[from]PRP Til-Barsip[1]GN namāšu[set-(o.s.)-in-motion]V nāru[river]N ebēru[cross-over]V ana[to]PRP šulmu[completeness]N ina[in]PRP ēkallu[palace]N alāku[go]V,SAA 01 187,[Inurta-ila’i or Nabu-pašir],the king,099 - Miscellaneous,P314316,Til-Barsip or Harran,SAA 1,721–705 BC,Sargon II,P314316,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334036,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN _ lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ana[to]PRP nagāru[joiner]N šâlu[ask]V muk[saying]PRP atā[why?]QP _ _ _ rēhtu[remainder]N dullu[trouble]N ina[in]PRP Sapirrutu[1]GN epēšu[do]V mā[saying]PRP ūmu[day]N _ _ _ _ mā[saying]PRP annaka[here]AV _ _ _ iṣu[tree]N rapšu[wide]AJ epēšu[do]V mā[saying]PRP _ _ _ _ _ _ _ _ _ _ _ mā[saying]PRP _ _ _ _ _ _ _ ziqpu[shoot]N ina[in]PRP Ekallati[1]GN nakāsu[cut]V annûri[now]AV wabālu[bring]V ina[in]PRP libbu[interior]N šakānu[put]V epēšu[do]V ištēn[one]NU nagāru[joiner]N ištu[from]PRP libbu[interior]N ina[in]PRP pānu[front]N šarru[king]N bēlu[lord]N alāku[go]V mā[saying]PRP alāku[go]V ištu[from]PRP pû[mouth]N ša[of]DET šarru[king]N mā[saying]PRP šarru[king]N qabû[say]V mā[saying]PRP ana[to]PRP Sapirrutu[1]GN alāku[go]V mā[saying]PRP alāku[go]V,SAA 01 096,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334036,Ashur,SAA 1,721–705 BC,Sargon II,P334036,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334037,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V Nabu-bel-šumati[1]PN qīpu[representative]N ša[of]DET Birate[1]GN ūmu[day]N _ ina[in]PRP Libbi-ali[Inner-City-(Assur)]GN erēbu[enter]V šâlu[ask]V muk[saying]PRP atā[why?]QP akanni[now]AV alāku[go]V mā[saying]PRP awātu[word]N šarru[king]N ina[in]PRP muhhu[skull]N alāku[go]V mā[saying]PRP atā[why?]QP bēlu[lord]N ālu[city]N bēlu[lord]N gabbu[totality]N alāku[go]V ina[in]PRP pānu[front]N izuzzu[stand]V mā[saying]PRP atta[you]IP lā[not]MOD alāku[go]V mā[saying]PRP ištēniš[together]AV mā[saying]PRP atā[why?]QP Arbaya[Arab]EN hubtu[robbery]N ša[of]DET Sippar[1]GN habātu[rob]V mā[saying]PRP atā[why?]QP atta[you]IP adi[until]PRP ardu[slave]N lā[not]MOD aṣû[go-out]V abāku[lead-away]V mā[saying]PRP ina[in]PRP muhhu[skull]N awātu[word]N annû[this]DP palāhu[fear]V alāku[go]V,SAA 01 084,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334037,Ashur,SAA 1,721–705 BC,Sargon II,P334037,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334038,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V eleppu[ship]N šī[she]IP yāʾu[my]PP mašennu[(an-administrator)]N kaspu[silver]N ina[in]PRP libbu[interior]N arādu[go-down]V ina[in]PRP Bab-bitqi[1]GN izuzzu[stand]V u[and]CNJ eleppu[ship]N ša[of]DET pīhātu[responsibility]N ša[of]DET Arrapha[1]GN ina[in]PRP libbu[interior]N Upi[Opis]GN nēberu[crossing]N epēšu[do]V šarru[king]N bēlu[lord]N wadû[know]V kī[like]PRP tibnu[straw]N kissatu[fodder]N ištu[from]PRP battu[side]N ammiu[that]DP ebēru[cross-over]V ūma[today]AV eleppu[ship]N ša[of]DET pīhātu[responsibility]N ša[of]DET Arrapha[1]GN lū[may]MOD alāku[go]V ina[in]PRP Bab-bitqi[1]GN nēberu[crossing]N lū[may]MOD epēšu[do]V u[and]CNJ yāʾu[my]PP lū[may]MOD alāku[go]V ina[in]PRP Upi[Opis]GN tibnu[straw]N kissatu[fodder]N ina[in]PRP libbu[interior]N ebēru[cross-over]V ṣābu[people]N ša[of]DET pīhātu[responsibility]N ša[of]DET Arrapha[1]GN ina[in]PRP Bab-bitqi[1]GN nēberu[crossing]N epēšu[do]V,SAA 01 094,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334038,Ashur,SAA 1,721–705 BC,Sargon II,P334038,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
